Date,Error Type,Error Detail
2019-09-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-03,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-09-03,dbService Error,STATUS_EXPIRED_TOKEN
2019-09-03,dbService Error,STATUS_EXPIRED_TOKEN
2019-09-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-11,dbService Error,STATUS_EXPIRED_TOKEN
2019-09-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-19,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-20,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-23,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-09-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-25,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-09-25,dbService Error,STATUS_EXPIRED_TOKEN
2019-09-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-26,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-09-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-07,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-10-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-10,dbService Error,STATUS_EXPIRED_TOKEN
2019-10-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-15,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-18,dbService Error,STATUS_EXPIRED_TOKEN
2019-10-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-20,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-10-20,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-22,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-23,dbService Error,STATUS_EXPIRED_TOKEN
2019-10-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-24,dbService Error,STATUS_EXPIRED_TOKEN
2019-10-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-29,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-10-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-10-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-04,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-11-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-05,dbService Error,STATUS_EXPIRED_TOKEN
2019-11-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-06,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-11-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-07,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-11-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-10,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-12,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-11-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-13,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-11-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-14,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-11-14,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-11-15,dbService Error,STATUS_EXPIRED_TOKEN
2019-11-15,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-15,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-20,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-26,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-26,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-26,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-27,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-11-27,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2019-11-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-28,dbService Error,STATUS_EXPIRED_TOKEN
2019-11-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-11-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-01,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-12-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-02,dbService Error,STATUS_EXPIRED_TOKEN
2019-12-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-05,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-12-05,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-12-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-09,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2019-12-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-10,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2019-12-10,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-10,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-10,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-15,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-15,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-15,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-19,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-19,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-19,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-19,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-20,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-26,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-26,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2019-12-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-09,dbService Error,STATUS_EXPIRED_TOKEN
2020-01-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-10,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-10,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-11,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2020-01-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-14,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2020-01-14,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2020-01-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-15,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2020-01-15,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2020-01-15,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-16,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-19,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-19,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-20,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-20,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-21,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-22,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-01-22,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-22,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-01-22,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-01-22,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-01-22,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-22,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-22,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-22,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-22,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-22,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-23,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-01-23,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-01-23,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-01-23,dbService Error,STATUS_EXPIRED_TOKEN
2020-01-23,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-23,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-24,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-24,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
