Date,Shibboleth ErrorText
2020-01-10,Invalid HTTP method (GET).
2020-01-13,Invalid HTTP method (GET).
2020-01-13,Invalid HTTP method (GET).
2020-01-13,Invalid HTTP method (GET).
2020-01-13,Invalid HTTP method (GET).
2020-01-13,Invalid HTTP method (GET).
2020-01-13,None of the configured SessionInitiators handled the request.
2020-01-13,None of the configured SessionInitiators handled the request.
2020-01-13,None of the configured SessionInitiators handled the request.
2020-01-13,None of the configured SessionInitiators handled the request.
2020-01-13,None of the configured SessionInitiators handled the request.
2020-01-13,None of the configured SessionInitiators handled the request.
2020-01-13,Rejecting replayed message ID.
2020-01-13,SAML response reported an IdP error.
2020-01-13,SAML response reported an IdP error.
2020-01-13,SAML response reported an IdP error.
2020-01-13,SAML response reported an IdP error.
2020-01-14,Request missing SAMLRequest or SAMLResponse form parameter.
2020-01-14,Request missing SAMLRequest or SAMLResponse form parameter.
2020-01-14,Request missing SAMLRequest or SAMLResponse form parameter.
2020-01-15,None of the configured SessionInitiators handled the request.
2020-01-15,None of the configured SessionInitiators handled the request.
2020-01-15,SAML response reported an IdP error.
2020-01-15,SAML response reported an IdP error.
2020-01-16,Invalid HTTP method (GET).
2020-01-16,Invalid HTTP method (GET).
2020-01-16,Invalid HTTP method (GET).
2020-01-16,Invalid HTTP method (GET).
2020-01-16,None of the configured SessionInitiators handled the request.
2020-01-16,None of the configured SessionInitiators handled the request.
2020-01-16,None of the configured SessionInitiators handled the request.
2020-01-16,None of the configured SessionInitiators handled the request.
2020-01-20,Invalid HTTP method (GET).
2020-01-20,None of the configured SessionInitiators handled the request.
2020-01-20,None of the configured SessionInitiators handled the request.
2020-01-20,None of the configured SessionInitiators handled the request.
2020-01-21,Invalid HTTP method (GET).
2020-01-21,None of the configured SessionInitiators handled the request.
2020-01-22,Request missing SAMLRequest or SAMLResponse form parameter.
2020-01-22,Request missing SAMLRequest or SAMLResponse form parameter.
2020-01-22,Unable to decode base64 in POST binding message.
2020-01-23,Invalid HTTP method (GET).
2020-01-23,None of the configured SessionInitiators handled the request.
2020-01-23,None of the configured SessionInitiators handled the request.
2020-01-24,None of the configured SessionInitiators handled the request.
2020-01-27,None of the configured SessionInitiators handled the request.
2020-01-27,None of the configured SessionInitiators handled the request.
2020-01-27,SAML response reported an IdP error.
2020-01-27,SAML response reported an IdP error.
2020-01-30,Invalid HTTP method (GET).
2020-01-30,None of the configured SessionInitiators handled the request.
2020-02-01,Invalid HTTP method (GET).
2020-02-03,Invalid HTTP method (GET).
2020-02-03,None of the configured SessionInitiators handled the request.
2020-02-03,None of the configured SessionInitiators handled the request.
2020-02-03,None of the configured SessionInitiators handled the request.
2020-02-03,None of the configured SessionInitiators handled the request.
2020-02-03,None of the configured SessionInitiators handled the request.
2020-02-03,None of the configured SessionInitiators handled the request.
2020-02-04,None of the configured SessionInitiators handled the request.
2020-02-04,None of the configured SessionInitiators handled the request.
2020-02-05,None of the configured SessionInitiators handled the request.
2020-02-05,None of the configured SessionInitiators handled the request.
2020-02-05,None of the configured SessionInitiators handled the request.
2020-02-10,Rejecting replayed message ID.
2020-02-12,Invalid HTTP method (GET).
2020-02-12,Invalid HTTP method (GET).
2020-02-12,Invalid HTTP method (GET).
2020-02-12,None of the configured SessionInitiators handled the request.
2020-02-12,None of the configured SessionInitiators handled the request.
2020-02-12,None of the configured SessionInitiators handled the request.
2020-02-14,None of the configured SessionInitiators handled the request.
2020-02-14,Rejecting replayed message ID.
2020-02-18,None of the configured SessionInitiators handled the request.
2020-02-18,None of the configured SessionInitiators handled the request.
2020-02-18,None of the configured SessionInitiators handled the request.
2020-02-21,Invalid HTTP method (GET).
2020-02-21,None of the configured SessionInitiators handled the request.
2020-02-21,None of the configured SessionInitiators handled the request.
2020-02-21,None of the configured SessionInitiators handled the request.
2020-02-21,SAML response reported an IdP error.
2020-02-24,Invalid HTTP method (GET).
2020-02-24,Invalid HTTP method (GET).
2020-02-24,Invalid HTTP method (GET).
2020-02-24,None of the configured SessionInitiators handled the request.
2020-02-24,None of the configured SessionInitiators handled the request.
2020-02-24,None of the configured SessionInitiators handled the request.
2020-02-24,None of the configured SessionInitiators handled the request.
2020-02-24,None of the configured SessionInitiators handled the request.
2020-02-25,Invalid HTTP method (GET).
2020-02-25,None of the configured SessionInitiators handled the request.
2020-02-25,None of the configured SessionInitiators handled the request.
2020-02-26,None of the configured SessionInitiators handled the request.
2020-02-27,None of the configured SessionInitiators handled the request.
2020-02-27,None of the configured SessionInitiators handled the request.
2020-02-27,None of the configured SessionInitiators handled the request.
2020-02-28,Invalid HTTP method (GET).
2020-02-28,Invalid HTTP method (GET).
2020-02-28,None of the configured SessionInitiators handled the request.
2020-02-28,None of the configured SessionInitiators handled the request.
2020-02-29,Invalid HTTP method (GET).
2020-03-02,Rejecting replayed message ID.
2020-03-02,Rejecting replayed message ID.
2020-03-03,None of the configured SessionInitiators handled the request.
2020-03-03,None of the configured SessionInitiators handled the request.
2020-03-03,None of the configured SessionInitiators handled the request.
2020-03-03,None of the configured SessionInitiators handled the request.
2020-03-03,None of the configured SessionInitiators handled the request.
2020-03-04,None of the configured SessionInitiators handled the request.
2020-03-04,None of the configured SessionInitiators handled the request.
2020-03-04,None of the configured SessionInitiators handled the request.
2020-03-04,None of the configured SessionInitiators handled the request.
2020-03-04,Unable to locate metadata for identity provider
2020-03-06,AttributeStatement must have at least one Attribute.
2020-03-06,AttributeStatement must have at least one Attribute.
2020-03-06,Invalid HTTP method (GET).
2020-03-06,None of the configured SessionInitiators handled the request.
2020-03-06,SAML response reported an IdP error.
2020-03-06,SAML response reported an IdP error.
2020-03-06,SAML response reported an IdP error.
2020-03-09,Rejecting replayed message ID.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-09,SAML response reported an IdP error.
2020-03-10,None of the configured SessionInitiators handled the request.
2020-03-10,None of the configured SessionInitiators handled the request.
2020-03-10,SAML response reported an IdP error.
2020-03-10,SAML response reported an IdP error.
2020-03-12,Request missing SAMLRequest or SAMLResponse form parameter.
2020-03-13,Rejecting replayed message ID.
2020-03-13,Rejecting replayed message ID.
2020-03-16,Invalid HTTP method (GET).
2020-03-16,None of the configured SessionInitiators handled the request.
2020-03-16,Target resource was not an absolute URL.
2020-03-16,Target resource was not an absolute URL.
2020-03-19,None of the configured SessionInitiators handled the request.
2020-03-19,None of the configured SessionInitiators handled the request.
2020-03-20,None of the configured SessionInitiators handled the request.
2020-03-20,None of the configured SessionInitiators handled the request.
2020-03-20,None of the configured SessionInitiators handled the request.
2020-03-25,"Cannot connect to shibd process, a site administrator should be notified that this web server has malfunctioned."
2020-03-25,Shibboleth handler invoked at an unconfigured location.
2020-03-26,Invalid HTTP method (GET).
2020-03-26,Invalid HTTP method (GET).
2020-03-27,Invalid HTTP method (GET).
2020-03-28,Invalid HTTP method (GET).
2020-03-28,Invalid HTTP method (GET).
2020-03-28,None of the configured SessionInitiators handled the request.
2020-03-28,None of the configured SessionInitiators handled the request.
2020-03-29,None of the configured SessionInitiators handled the request.
2020-03-29,None of the configured SessionInitiators handled the request.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,AttributeStatement must have at least one Attribute.
2020-03-30,Invalid HTTP method (GET).
2020-03-30,Invalid HTTP method (GET).
2020-03-30,None of the configured SessionInitiators handled the request.
2020-03-30,None of the configured SessionInitiators handled the request.
2020-03-30,Rejecting replayed message ID.
2020-03-31,AttributeStatement must have at least one Attribute.
2020-03-31,Invalid HTTP method (GET).
2020-04-01,Invalid HTTP method (GET).
2020-04-01,Invalid HTTP method (GET).
2020-04-01,None of the configured SessionInitiators handled the request.
2020-04-01,None of the configured SessionInitiators handled the request.
2020-04-01,None of the configured SessionInitiators handled the request.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-01,Unable to establish security of incoming assertion.
2020-04-02,Request missing SAMLRequest or SAMLResponse form parameter.
2020-04-02,SAML response reported an IdP error.
2020-04-03,None of the configured SessionInitiators handled the request.
2020-04-03,None of the configured SessionInitiators handled the request.
2020-04-03,Unable to establish security of incoming assertion.
2020-04-06,"Message expired, was issued too long ago."
2020-04-07,A valid authentication statement was not found in the incoming message.
2020-04-07,A valid authentication statement was not found in the incoming message.
2020-04-07,Attribute must have Name.
2020-04-07,Invalid HTTP method (GET).
2020-04-07,Invalid HTTP method (GET).
2020-04-07,Invalid HTTP method (GET).
2020-04-07,None of the configured SessionInitiators handled the request.
2020-04-07,None of the configured SessionInitiators handled the request.
2020-04-07,None of the configured SessionInitiators handled the request.
2020-04-09,Invalid HTTP method (GET).
2020-04-09,Invalid HTTP method (GET).
2020-04-09,None of the configured SessionInitiators handled the request.
2020-04-09,None of the configured SessionInitiators handled the request.
2020-04-09,None of the configured SessionInitiators handled the request.
2020-04-09,SAML response reported an IdP error.
2020-04-10,Invalid HTTP method (GET).
2020-04-10,Invalid HTTP method (GET).
2020-04-10,SAML response reported an IdP error.
2020-04-10,SAML response reported an IdP error.
2020-04-11,None of the configured SessionInitiators handled the request.
2020-04-11,None of the configured SessionInitiators handled the request.
2020-04-13,Invalid HTTP method (GET).
2020-04-13,Invalid HTTP method (GET).
2020-04-13,Invalid HTTP method (GET).
2020-04-13,None of the configured SessionInitiators handled the request.
2020-04-13,None of the configured SessionInitiators handled the request.
2020-04-13,OneTimeUse condition not successfully validated by policy.
2020-04-13,OneTimeUse condition not successfully validated by policy.
2020-04-14,Request missing SAMLRequest or SAMLResponse form parameter.
2020-04-15,None of the configured SessionInitiators handled the request.
2020-04-15,None of the configured SessionInitiators handled the request.
2020-04-16,Invalid HTTP method (GET).
2020-04-16,None of the configured SessionInitiators handled the request.
2020-04-16,Rejecting replayed message ID.
2020-04-16,Rejecting replayed message ID.
2020-04-16,Shibboleth handler invoked at an unconfigured location.
2020-04-17,None of the configured SessionInitiators handled the request.
2020-04-17,None of the configured SessionInitiators handled the request.
2020-04-18,Invalid HTTP method (GET).
2020-04-19,Invalid HTTP method (GET).
2020-04-20,Rejecting replayed message ID.
2020-04-20,"XML error(s) during parsing, check log for specifics"
2020-04-21,Unable to establish security of incoming assertion.
2020-04-22,Invalid HTTP method (GET).
2020-04-22,None of the configured SessionInitiators handled the request.
2020-04-23,None of the configured SessionInitiators handled the request.
2020-04-23,None of the configured SessionInitiators handled the request.
2020-04-23,Rejecting replayed message ID.
2020-04-23,SAML response reported an IdP error.
2020-04-23,SAML response reported an IdP error.
2020-04-23,SAML response reported an IdP error.
2020-04-27,Invalid HTTP method (GET).
2020-04-28,Invalid HTTP method (GET).
2020-04-29,Invalid HTTP method (GET).
2020-04-29,Invalid HTTP method (GET).
2020-04-29,None of the configured SessionInitiators handled the request.
2020-04-29,None of the configured SessionInitiators handled the request.
2020-05-05,Invalid HTTP method (GET).
2020-05-05,Invalid HTTP method (GET).
2020-05-05,None of the configured SessionInitiators handled the request.
2020-05-05,Request missing SAMLRequest or SAMLResponse form parameter.
2020-05-07,None of the configured SessionInitiators handled the request.
2020-05-08,Invalid HTTP method (GET).
2020-05-08,SAML response reported an IdP error.
2020-05-09,None of the configured SessionInitiators handled the request.
2020-05-09,None of the configured SessionInitiators handled the request.
2020-05-09,None of the configured SessionInitiators handled the request.
2020-05-09,None of the configured SessionInitiators handled the request.
2020-05-09,None of the configured SessionInitiators handled the request.
2020-05-09,None of the configured SessionInitiators handled the request.
2020-05-09,None of the configured SessionInitiators handled the request.
2020-05-10,SAML response reported an IdP error.
2020-05-10,SAML response reported an IdP error.
2020-05-10,SAML response reported an IdP error.
2020-05-10,SAML response reported an IdP error.
2020-05-11,None of the configured SessionInitiators handled the request.
2020-05-11,None of the configured SessionInitiators handled the request.
2020-05-11,None of the configured SessionInitiators handled the request.
2020-05-11,None of the configured SessionInitiators handled the request.
2020-05-11,None of the configured SessionInitiators handled the request.
2020-05-11,SAML response reported an IdP error.
2020-05-12,Invalid HTTP method (GET).
2020-05-12,None of the configured SessionInitiators handled the request.
2020-05-13,None of the configured SessionInitiators handled the request.
2020-05-13,None of the configured SessionInitiators handled the request.
2020-05-13,Rejecting replayed message ID.
2020-05-14,None of the configured SessionInitiators handled the request.
2020-05-15,None of the configured SessionInitiators handled the request.
2020-05-15,None of the configured SessionInitiators handled the request.
2020-05-15,SAML response reported an IdP error.
2020-05-15,SAML response reported an IdP error.
2020-05-17,Invalid HTTP method (GET).
2020-05-17,Invalid HTTP method (GET).
2020-05-17,None of the configured SessionInitiators handled the request.
2020-05-17,None of the configured SessionInitiators handled the request.
2020-05-18,SAML response reported an IdP error.
2020-05-19,Attempt to spoof header (eppn) was detected.
2020-05-19,Unable to establish security of incoming assertion.
2020-05-21,Invalid HTTP method (GET).
2020-05-21,Invalid HTTP method (GET).
2020-05-21,"Message was signed, but signature could not be verified."
2020-05-21,Unable to establish security of incoming assertion.
2020-05-22,"Message expired, was issued too long ago."
2020-05-26,"Message expired, was issued too long ago."
2020-05-26,Request missing SAMLRequest or SAMLResponse form parameter.
2020-05-26,Request missing SAMLRequest or SAMLResponse form parameter.
2020-05-28,Rejecting replayed message ID.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-28,Unable to establish security of incoming assertion.
2020-05-29,"Message was signed, but signature could not be verified."
2020-05-29,"Message was signed, but signature could not be verified."
2020-05-29,Unable to establish security of incoming assertion.
2020-05-29,Unable to establish security of incoming assertion.
2020-05-30,Invalid HTTP method (GET).
2020-05-30,Invalid HTTP method (GET).
2020-05-30,None of the configured SessionInitiators handled the request.
2020-05-30,None of the configured SessionInitiators handled the request.
2020-05-30,None of the configured SessionInitiators handled the request.
2020-05-30,None of the configured SessionInitiators handled the request.
2020-05-30,SAML response reported an IdP error.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-02,None of the configured SessionInitiators handled the request.
2020-06-04,AttributeStatement must have at least one Attribute.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid content type for PAOS message.
2020-06-04,Invalid HTTP method (GET).
2020-06-04,Invalid HTTP method (GET).
2020-06-04,Invalid HTTP method (GET).
2020-06-04,Invalid HTTP method (GET).
2020-06-04,Invalid HTTP method (GET).
2020-06-04,Invalid HTTP method (GET).
2020-06-04,Invalid HTTP method (GET).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,Invalid HTTP method (HEAD).
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,None of the configured SessionInitiators handled the request.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart or TARGET query string parameters.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-04,Request missing SAMLart query string or form parameter.
2020-06-05,None of the configured SessionInitiators handled the request.
2020-06-07,"Message expired, was issued too long ago."
2020-06-07,SAML response reported an IdP error.
2020-06-08,Invalid HTTP method (GET).
2020-06-08,Rejecting replayed message ID.
2020-06-08,Rejecting replayed message ID.
2020-06-10,Attempt to spoof header (eppn) was detected.
2020-06-10,Attempt to spoof header (eppn) was detected.
2020-06-10,"Cannot connect to shibd process, a site administrator should be notified that this web server has malfunctioned."
2020-06-10,Invalid content type for PAOS message.
2020-06-10,Invalid content type for PAOS message.
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,Invalid HTTP method (HEAD).
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,None of the configured SessionInitiators handled the request.
2020-06-10,Request missing SAMLart or TARGET query string parameters.
2020-06-10,Request missing SAMLart or TARGET query string parameters.
2020-06-10,Request missing SAMLart or TARGET query string parameters.
2020-06-10,Request missing SAMLart or TARGET query string parameters.
2020-06-10,Request missing SAMLart query string or form parameter.
2020-06-10,Request missing SAMLart query string or form parameter.
2020-06-10,Request missing SAMLart query string or form parameter.
2020-06-10,Request missing SAMLart query string or form parameter.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,Invalid content type for PAOS message.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,None of the configured SessionInitiators handled the request.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart or TARGET query string parameters.
2020-06-11,Request missing SAMLart query string or form parameter.
